industry_code,industry_name,sa2_code,sa2_name,non_employing,1_to_4_employees,5_to_19_employees,20_to_199_employees,200_to_more_employees,total
O,Public Administration and Safety,305011111,Spring Hill,0,0,0,0,0,3
O,Public Administration and Safety,305011112,West End,3,0,3,0,0,5
O,Public Administration and Safety,305021113,Balmoral,0,0,0,0,0,0
O,Public Administration and Safety,305021114,Bulimba,0,3,0,0,0,4
O,Public Administration and Safety,305021115,East Brisbane,0,3,0,0,0,3
O,Public Administration and Safety,305021116,Hawthorne,0,0,0,0,0,0
O,Public Administration and Safety,305021117,Morningside - Seven Hills,3,0,0,0,0,3
O,Public Administration and Safety,305021118,Norman Park,0,0,0,0,0,0
O,Public Administration and Safety,305031119,Albion,0,0,0,0,0,3
O,Public Administration and Safety,305031120,Alderley,0,0,0,0,0,0
O,Public Administration and Safety,305031121,Ascot,0,0,0,0,0,0
O,Public Administration and Safety,305031122,Clayfield,0,0,0,0,0,0
O,Public Administration and Safety,305031123,Grange,0,0,0,0,0,0
O,Public Administration and Safety,305031124,Hamilton (Qld),0,0,0,0,0,0
O,Public Administration and Safety,305031125,Hendra,3,0,0,0,0,3
O,Public Administration and Safety,305031126,Kelvin Grove - Herston,3,0,0,0,0,3
O,Public Administration and Safety,305031127,Newmarket,0,0,0,0,0,0
O,Public Administration and Safety,305031128,Newstead - Bowen Hills,0,0,3,0,0,4
O,Public Administration and Safety,305031129,Wilston,0,3,0,0,0,0
O,Public Administration and Safety,305031130,Windsor,0,0,0,0,0,4
O,Public Administration and Safety,305031131,Wooloowin - Lutwyche,3,3,0,0,0,5
O,Public Administration and Safety,305041132,Ashgrove,0,3,0,0,0,3
O,Public Administration and Safety,305041133,Auchenflower,0,0,0,0,0,0
O,Public Administration and Safety,305041134,Bardon,0,3,0,0,0,0
O,Public Administration and Safety,305041135,Paddington - Milton,0,0,0,0,0,3
O,Public Administration and Safety,305041136,Red Hill (Qld),0,0,0,0,0,0
O,Public Administration and Safety,305041137,Toowong,0,0,3,0,0,3
O,Public Administration and Safety,306011138,Brinsmead,0,0,0,0,0,0
O,Public Administration and Safety,306011139,Clifton Beach - Kewarra Beach,0,0,0,0,0,0
O,Public Administration and Safety,306011140,Freshwater - Stratford,0,0,0,0,0,0
O,Public Administration and Safety,306011141,Redlynch,0,0,0,0,0,0
O,Public Administration and Safety,306011142,Trinity Beach - Smithfield,3,3,0,3,0,7
O,Public Administration and Safety,306011143,Yorkeys Knob - Machans Beach,0,0,0,0,0,3
O,Public Administration and Safety,306021144,Bentley Park,0,0,0,0,0,0
O,Public Administration and Safety,306021145,Cairns City,4,3,0,3,0,10
O,Public Administration and Safety,306021146,Earlville - Bayview Heights,0,0,0,0,0,0
O,Public Administration and Safety,306021147,Edmonton,0,0,0,0,0,0
O,Public Administration and Safety,306021148,Gordonvale - Trinity,0,0,0,0,0,0
O,Public Administration and Safety,306021149,Kanimbla - Mooroobool,0,3,0,0,0,0
O,Public Administration and Safety,306021150,Lamb Range,0,0,0,0,0,0
O,Public Administration and Safety,306021151,Manoora,0,0,0,0,0,0
O,Public Administration and Safety,306021152,Manunda,0,0,3,0,0,3
O,Public Administration and Safety,306021153,Mount Sheridan,0,0,0,0,0,0
O,Public Administration and Safety,306021154,Westcourt - Bungalow,0,0,4,0,0,7
O,Public Administration and Safety,306021155,White Rock,3,0,0,0,0,3
O,Public Administration and Safety,306021156,Whitfield - Edge Hill,0,0,0,0,0,3
O,Public Administration and Safety,306021157,Woree,0,3,0,0,0,3
O,Public Administration and Safety,306031158,Babinda,0,0,0,0,0,0
O,Public Administration and Safety,306031159,Innisfail,0,0,0,0,0,0
O,Public Administration and Safety,306031160,Johnstone,0,0,0,0,0,3
O,Public Administration and Safety,306031161,Tully,0,0,0,0,0,3
O,Public Administration and Safety,306031162,Wooroonooran,0,0,0,0,0,0
O,Public Administration and Safety,306031163,Yarrabah,0,0,0,0,0,0
O,Public Administration and Safety,306041164,Daintree,0,0,0,0,0,3
O,Public Administration and Safety,306041165,Port Douglas,0,0,3,0,0,3
O,Public Administration and Safety,306051166,Atherton,0,0,3,0,0,3
O,Public Administration and Safety,306051167,Herberton,0,0,0,0,0,0
O,Public Administration and Safety,306051168,Kuranda,0,0,0,0,0,0
O,Public Administration and Safety,306051169,Malanda - Yungaburra,0,0,0,0,0,0
O,Public Administration and Safety,306051170,Mareeba,0,0,0,0,0,3
O,Public Administration and Safety,307011171,Balonne,0,0,0,0,0,0
O,Public Administration and Safety,307011172,Chinchilla,0,0,0,0,0,0
O,Public Administration and Safety,307011173,Goondiwindi,0,0,0,0,0,0
O,Public Administration and Safety,307011174,Inglewood - Waggamba,0,0,0,0,0,0
O,Public Administration and Safety,307011175,Miles - Wandoan,0,0,0,0,0,3
O,Public Administration and Safety,307011176,Roma,0,0,0,0,0,0
O,Public Administration and Safety,307011177,Roma Surrounds,0,0,0,0,0,3
O,Public Administration and Safety,307011178,Tara,0,0,0,0,0,0
O,Public Administration and Safety,307021179,Crows Nest - Rosalie,0,0,0,0,0,0
O,Public Administration and Safety,307021180,Jondaryan,0,0,0,0,0,3
O,Public Administration and Safety,307021181,Millmerran,0,0,0,0,0,0
O,Public Administration and Safety,307021182,Pittsworth,0,0,3,0,0,0
O,Public Administration and Safety,307021183,Wambo,0,3,0,0,0,5
O,Public Administration and Safety,307031184,Clifton - Greenmount,0,0,0,0,0,0
O,Public Administration and Safety,307031185,Southern Downs - East,0,0,0,0,0,3
O,Public Administration and Safety,307031186,Southern Downs - West,0,0,0,0,0,3
O,Public Administration and Safety,307031187,Stanthorpe,0,0,0,0,0,0
O,Public Administration and Safety,307031188,Stanthorpe Surrounds,0,0,0,0,0,0
O,Public Administration and Safety,307031189,Warwick,0,3,3,0,0,5
O,Public Administration and Safety,308011190,Central Highlands - East,0,0,3,0,0,3
O,Public Administration and Safety,308011191,Central Highlands - West,0,0,0,0,0,0
O,Public Administration and Safety,308011192,Emerald,3,0,0,3,0,4
O,Public Administration and Safety,308031205,Berserker,0,3,0,0,0,3
O,Public Administration and Safety,308031206,Bouldercombe,0,0,0,0,0,0
O,Public Administration and Safety,308031207,Emu Park,0,3,0,0,0,0
O,Public Administration and Safety,308031208,Frenchville - Mount Archer,0,0,0,0,0,0
O,Public Administration and Safety,308031209,Glenlee - Rockyview,0,0,0,0,0,0
O,Public Administration and Safety,308031210,Gracemere,0,0,0,0,0,0
O,Public Administration and Safety,308031211,Lakes Creek,0,0,0,0,0,0
O,Public Administration and Safety,308031212,Mount Morgan,0,0,0,0,0,0
O,Public Administration and Safety,308031213,Norman Gardens,0,0,0,0,0,0
O,Public Administration and Safety,308031214,Park Avenue,0,0,0,0,0,0
O,Public Administration and Safety,308031215,Parkhurst - Kawana,0,0,0,0,0,0
O,Public Administration and Safety,308031216,Rockhampton - West,3,0,0,0,0,0
O,Public Administration and Safety,308031217,Rockhampton City,0,0,0,0,0,0
O,Public Administration and Safety,308031218,Rockhampton Surrounds - East,0,3,0,0,0,3
O,Public Administration and Safety,308031219,Rockhampton Surrounds - North,0,0,0,0,0,0
O,Public Administration and Safety,308031220,Rockhampton Surrounds - West,0,0,0,0,0,0
O,Public Administration and Safety,308031221,Shoalwater Bay,0,0,0,0,0,0
O,Public Administration and Safety,308031222,The Range - Allenstown,0,0,0,0,0,3
O,Public Administration and Safety,308031223,Yeppoon,3,3,0,0,0,3
O,Public Administration and Safety,308041528,Banana,0,0,0,0,0,0
O,Public Administration and Safety,308041529,Biloela,0,0,0,0,0,0
O,Public Administration and Safety,308051530,Agnes Water - Miriam Vale,0,0,0,0,0,0
O,Public Administration and Safety,308051531,Boyne Island - Tannum Sands,0,0,0,0,0,3
O,Public Administration and Safety,308051532,Callemondah,3,0,0,0,0,3
O,Public Administration and Safety,308051533,Clinton - New Auckland,0,0,0,0,0,0
O,Public Administration and Safety,308051534,Gladstone,0,0,0,0,0,0
O,Public Administration and Safety,308051535,Gladstone Hinterland,0,0,0,0,0,0
O,Public Administration and Safety,308051536,Kin Kora - Sun Valley,0,0,0,0,0,0
O,Public Administration and Safety,308051537,South Trees,0,0,0,0,0,0
O,Public Administration and Safety,308051538,Telina - Toolooa,0,0,0,0,0,0
O,Public Administration and Safety,308051539,West Gladstone,0,0,0,3,0,3
O,Public Administration and Safety,309011224,Broadbeach Waters,0,0,0,0,0,0
O,Public Administration and Safety,309011225,Burleigh Heads,0,3,4,0,0,7
O,Public Administration and Safety,309011226,Burleigh Waters,3,0,0,0,0,3
O,Public Administration and Safety,309011227,Mermaid Beach - Broadbeach,6,0,0,0,0,8
O,Public Administration and Safety,309011228,Mermaid Waters,3,0,0,0,0,4
O,Public Administration and Safety,309011229,Miami,0,0,0,0,0,3
O,Public Administration and Safety,309021230,Coolangatta,0,3,0,0,0,3
O,Public Administration and Safety,309021231,Currumbin - Tugun,3,0,0,0,0,3
O,Public Administration and Safety,309021232,Currumbin Waters,3,0,0,0,0,5
O,Public Administration and Safety,309021233,Elanora,4,0,0,0,0,4
O,Public Administration and Safety,309021234,Palm Beach,3,0,0,0,0,4
O,Public Administration and Safety,309031235,Arundel,5,0,0,0,0,6
O,Public Administration and Safety,309031236,Biggera Waters,3,0,3,0,0,4
O,Public Administration and Safety,309031237,Coombabah,0,0,0,0,0,3
O,Public Administration and Safety,309031238,Labrador,8,0,3,0,0,12
O,Public Administration and Safety,309031239,Paradise Point - Hollywell,3,0,0,0,0,5
O,Public Administration and Safety,309031240,Runaway Bay,0,0,3,0,0,4
O,Public Administration and Safety,309041241,Guanaba - Springbrook,4,0,0,0,0,5
O,Public Administration and Safety,309041242,Tamborine - Canungra,3,0,0,0,0,3
O,Public Administration and Safety,309051243,Currumbin Valley - Tallebudgera,0,3,0,0,0,0
O,Public Administration and Safety,309051244,Mudgeeraba - Bonogin,3,0,0,0,0,5
O,Public Administration and Safety,309051245,Reedy Creek - Andrews,0,0,0,0,0,0
O,Public Administration and Safety,309061246,Carrara,4,3,0,0,0,8
O,Public Administration and Safety,309061247,Highland Park,0,3,0,0,0,0
O,Public Administration and Safety,309061248,Nerang - Mount Nathan,7,3,0,0,0,8
O,Public Administration and Safety,309061249,Pacific Pines - Gaven,4,4,0,0,0,8
O,Public Administration and Safety,309061250,Worongary - Tallai,0,0,0,0,0,0
O,Public Administration and Safety,309071251,Coomera,3,0,0,0,0,4
O,Public Administration and Safety,309071252,Helensvale,0,3,0,0,0,4
O,Public Administration and Safety,309071253,Hope Island,3,3,3,3,0,8
O,Public Administration and Safety,309071254,Jacobs Well - Alberton,0,3,0,0,0,0
O,Public Administration and Safety,309071256,Oxenford - Maudsland,5,3,0,3,0,9
O,Public Administration and Safety,309071552,Ormeau (East) - Stapylton,3,0,0,3,0,5
O,Public Administration and Safety,309071553,Ormeau (West) - Yatala,5,0,3,0,0,6
O,Public Administration and Safety,309071554,Pimpama - North,3,0,0,3,0,3
O,Public Administration and Safety,309071555,Pimpama - South,3,0,0,0,0,5
O,Public Administration and Safety,309071556,Upper Coomera (South) - Wongawallan,3,5,0,0,0,7
O,Public Administration and Safety,309071557,Upper Coomera - North,0,0,0,0,0,5
O,Public Administration and Safety,309071558,Willow Vale - Pimpama (West),0,3,0,0,0,3
O,Public Administration and Safety,309081259,Clear Island Waters,3,0,0,0,0,0
O,Public Administration and Safety,309081260,Merrimac,3,3,0,0,0,4
O,Public Administration and Safety,309081262,Varsity Lakes,3,3,0,0,0,6
O,Public Administration and Safety,309081559,Robina - East,4,0,0,3,0,7
O,Public Administration and Safety,309081560,Robina - West,3,3,0,0,0,3
O,Public Administration and Safety,309091263,Ashmore,13,3,3,4,0,21
O,Public Administration and Safety,309091264,Molendinar,4,0,0,0,0,4
O,Public Administration and Safety,309091265,Parkwood,0,4,3,0,0,5
O,Public Administration and Safety,309091540,Southport - North,7,3,3,0,0,12
O,Public Administration and Safety,309091541,Southport - South,4,0,0,0,0,5
O,Public Administration and Safety,309101267,Benowa,3,0,0,0,0,3
O,Public Administration and Safety,309101268,Bundall,6,0,0,0,0,9
O,Public Administration and Safety,309101269,Main Beach,0,0,0,0,0,0
O,Public Administration and Safety,309101561,Surfers Paradise - North,7,3,0,0,0,11
O,Public Administration and Safety,309101562,Surfers Paradise - South,8,6,3,0,0,15
O,Public Administration and Safety,310011271,Darra - Sumner,0,0,0,3,0,0
O,Public Administration and Safety,310011272,Durack,3,0,0,0,0,3
O,Public Administration and Safety,310011274,Inala - Richlands,4,0,0,0,0,5
O,Public Administration and Safety,310011275,Oxley (Qld),0,0,0,0,0,3
O,Public Administration and Safety,310011276,Wacol,0,0,0,0,0,0
O,Public Administration and Safety,310011563,Doolandella,0,0,0,0,0,3
O,Public Administration and Safety,310011564,Forest Lake - Ellen Grove,3,0,0,0,0,3
O,Public Administration and Safety,310021277,Boonah,0,0,0,0,0,3
O,Public Administration and Safety,310021278,Esk,0,0,0,0,0,3
O,Public Administration and Safety,310021279,Lake Manchester - England Creek,0,0,0,0,0,0
O,Public Administration and Safety,310021280,Lockyer Valley - East,0,0,0,0,0,3
O,Public Administration and Safety,310021281,Lowood,0,0,0,0,0,3
O,Public Administration and Safety,310021282,Rosewood,0,0,0,0,0,0
O,Public Administration and Safety,310031283,Brassall,3,0,0,0,0,3
O,Public Administration and Safety,310031284,Bundamba,0,3,0,0,0,4
O,Public Administration and Safety,310031285,Churchill - Yamanto,0,3,0,0,0,0
O,Public Administration and Safety,310031286,Ipswich - Central,0,3,0,0,0,3
O,Public Administration and Safety,310031287,Ipswich - East,3,0,0,0,0,3
O,Public Administration and Safety,310031288,Ipswich - North,0,0,0,0,0,0
O,Public Administration and Safety,310031289,Karalee - Barellan Point,0,0,0,0,0,0
O,Public Administration and Safety,310031290,Karana Downs,0,0,0,0,0,0
O,Public Administration and Safety,310031291,Leichhardt - One Mile,0,0,0,0,0,0
O,Public Administration and Safety,310031292,North Ipswich - Tivoli,0,0,0,0,0,3
O,Public Administration and Safety,310031293,Raceview,0,3,0,0,0,3
O,Public Administration and Safety,310031294,Ripley,0,0,0,0,0,0
O,Public Administration and Safety,310031295,Riverview,0,0,0,0,0,0
O,Public Administration and Safety,310041297,Camira - Gailes,0,0,0,0,0,0
O,Public Administration and Safety,310041298,Carole Park,0,0,0,0,0,0
O,Public Administration and Safety,310041299,Collingwood Park - Redbank,0,0,0,3,0,4
O,Public Administration and Safety,310041300,Goodna,0,0,0,0,0,0
O,Public Administration and Safety,310041301,New Chum,0,0,0,0,0,0
O,Public Administration and Safety,310041302,Redbank Plains,4,0,0,0,0,4
O,Public Administration and Safety,310041303,Springfield,0,0,0,0,0,3
O,Public Administration and Safety,310041304,Springfield Lakes,3,0,0,0,0,3
O,Public Administration and Safety,310041565,Augustine Heights - Brookwater,0,3,0,0,0,3
O,Public Administration and Safety,310041566,Bellbird Park,3,0,3,0,0,3
O,Public Administration and Safety,311011305,Beaudesert,3,3,0,0,0,4
O,Public Administration and Safety,311021306,Beenleigh,3,3,0,0,0,4
O,Public Administration and Safety,311021307,Eagleby,0,4,0,0,0,5
O,Public Administration and Safety,311021308,Edens Landing - Holmview,0,0,0,0,0,0
O,Public Administration and Safety,311021309,Mount Warren Park,0,0,0,0,0,0
O,Public Administration and Safety,311021310,Wolffdene - Bahrs Scrub,0,0,0,0,0,0
O,Public Administration and Safety,311031311,Boronia Heights - Park Ridge,3,3,0,0,0,7
O,Public Administration and Safety,311031312,Browns Plains,0,0,3,0,0,4
O,Public Administration and Safety,311031313,Chambers Flat - Logan Reserve,0,0,0,0,0,3
O,Public Administration and Safety,311031314,Crestmead,0,0,0,0,0,0
O,Public Administration and Safety,311031315,Greenbank Military Camp,0,0,0,0,0,0
O,Public Administration and Safety,311031316,Hillcrest,0,0,0,0,0,4
O,Public Administration and Safety,311031317,Marsden,3,3,0,0,0,4
O,Public Administration and Safety,311031318,Munruben - Park Ridge South,0,0,0,0,0,0
O,Public Administration and Safety,311031319,Regents Park - Heritage Park,4,4,3,0,0,9
O,Public Administration and Safety,311041322,Logan Village,3,0,3,0,0,3
O,Public Administration and Safety,311041567,Flagstone (East) - Riverbend,3,0,0,0,0,0
O,Public Administration and Safety,311041568,Flagstone (West) - New Beith,0,0,0,0,0,3
O,Public Administration and Safety,311041569,Greenbank - North Maclean,0,3,0,0,0,3
O,Public Administration and Safety,311041570,Jimboomba - Glenlogan,0,3,0,0,0,0
O,Public Administration and Safety,311041571,Yarrabilba,0,0,0,0,0,0
O,Public Administration and Safety,311051323,Bethania - Waterford,0,0,0,0,0,0
O,Public Administration and Safety,311051324,Cornubia - Carbrook,0,3,0,0,0,3
O,Public Administration and Safety,311051325,Loganholme - Tanah Merah,7,5,0,4,3,17
O,Public Administration and Safety,311051326,Loganlea,3,0,0,3,0,3
O,Public Administration and Safety,311051327,Shailer Park,3,0,0,0,0,4
O,Public Administration and Safety,311051328,Waterford West,0,3,0,0,0,3
O,Public Administration and Safety,311061329,Daisy Hill,3,3,0,0,0,3
O,Public Administration and Safety,311061330,Kingston (Qld),3,0,0,0,0,3
O,Public Administration and Safety,311061331,Logan Central,3,0,0,0,0,3
O,Public Administration and Safety,311061332,Rochedale South - Priestdale,3,0,0,0,0,3
O,Public Administration and Safety,311061333,Slacks Creek,3,0,3,0,0,5
O,Public Administration and Safety,311061334,Springwood,0,0,5,0,0,8
O,Public Administration and Safety,311061335,Underwood,0,3,0,0,0,6
O,Public Administration and Safety,311061336,Woodridge,3,0,0,0,0,0
O,Public Administration and Safety,312011337,Bowen,0,0,0,0,0,0
O,Public Administration and Safety,312011338,Broadsound - Nebo,0,0,0,0,0,0
O,Public Administration and Safety,312011339,Clermont,0,0,0,0,0,0
O,Public Administration and Safety,312011340,Collinsville,0,0,0,0,0,0
O,Public Administration and Safety,312011341,Moranbah,0,0,0,0,0,0
O,Public Administration and Safety,312021342,Andergrove - Beaconsfield,3,0,0,0,0,3
O,Public Administration and Safety,312021343,East Mackay,0,0,0,0,0,0
O,Public Administration and Safety,312021344,Eimeo - Rural View,0,0,0,0,0,0
O,Public Administration and Safety,312021345,Eungella Hinterland,0,0,0,0,0,0
O,Public Administration and Safety,312021346,Mackay,3,3,0,0,0,6
O,Public Administration and Safety,312021347,Mackay Harbour,0,0,0,0,0,0
O,Public Administration and Safety,312021348,Mount Pleasant - Glenella,3,0,0,0,0,0
O,Public Administration and Safety,312021349,North Mackay,0,0,0,0,0,3
O,Public Administration and Safety,312021350,Ooralea - Bakers Creek,0,0,0,3,0,3
O,Public Administration and Safety,312021351,Pioneer Valley,0,0,0,0,0,0
O,Public Administration and Safety,312021352,Sarina,0,0,0,0,0,3
O,Public Administration and Safety,312021353,Seaforth - Calen,0,0,0,3,0,3
O,Public Administration and Safety,312021354,Shoal Point - Bucasia,0,0,3,0,0,0
O,Public Administration and Safety,312021355,Slade Point,0,0,0,0,0,0
O,Public Administration and Safety,312021356,South Mackay,0,0,0,0,0,0
O,Public Administration and Safety,312021357,Walkerston - Eton,0,0,0,0,0,0
O,Public Administration and Safety,312021358,West Mackay,0,0,0,0,0,3
O,Public Administration and Safety,312031359,Airlie - Whitsundays,0,3,0,3,0,4
O,Public Administration and Safety,312031360,Cape Conway,0,0,0,0,0,0
O,Public Administration and Safety,312031361,Proserpine,3,0,0,0,0,0
O,Public Administration and Safety,313011362,Beachmere - Sandstone Point,0,0,3,0,0,0
O,Public Administration and Safety,313011363,Bribie Island,0,3,0,0,0,3
O,Public Administration and Safety,313021364,Burpengary - East,0,0,0,0,0,3
O,Public Administration and Safety,313021366,Caboolture - South,3,3,0,0,0,3
O,Public Administration and Safety,313021367,Elimbah,0,3,0,0,0,0
O,Public Administration and Safety,313021368,Morayfield - East,0,0,0,0,0,0
O,Public Administration and Safety,313021369,Wamuran,3,0,0,0,0,3
O,Public Administration and Safety,313021572,Caboolture - East,3,0,0,0,0,3
O,Public Administration and Safety,313021573,Caboolture - West,0,0,0,0,0,3
O,Public Administration and Safety,313031370,Kilcoy,0,0,0,0,0,0
O,Public Administration and Safety,313031371,Woodford - D'Aguilar,0,0,0,0,0,0
O,Public Administration and Safety,313041372,Burpengary,0,0,0,0,0,0
O,Public Administration and Safety,313041373,Deception Bay,6,3,0,0,0,8
O,Public Administration and Safety,313041374,Morayfield,0,0,0,0,0,0
O,Public Administration and Safety,313041375,Narangba,3,0,0,0,0,3
O,Public Administration and Safety,313041376,Upper Caboolture,0,0,0,0,0,3
O,Public Administration and Safety,313051377,Clontarf,0,3,3,0,0,3
O,Public Administration and Safety,313051378,Margate - Woody Point,0,0,0,0,0,0
O,Public Administration and Safety,313051379,Redcliffe,3,0,3,0,0,3
O,Public Administration and Safety,313051380,Rothwell - Kippa-Ring,0,0,0,0,0,3
O,Public Administration and Safety,313051574,Moreton Island,0,0,0,0,0,0
O,Public Administration and Safety,313051575,Scarborough - Newport,0,0,0,0,0,0
O,Public Administration and Safety,314011382,Albany Creek,3,0,0,0,0,5
O,Public Administration and Safety,314011383,Cashmere,3,3,0,0,0,5
O,Public Administration and Safety,314011384,Dayboro,0,0,0,0,0,0
O,Public Administration and Safety,314011385,Eatons Hill,0,0,0,0,0,0
O,Public Administration and Safety,314011386,The Hills District,3,3,0,0,0,4
O,Public Administration and Safety,314011387,Samford Valley,0,0,0,0,0,0
O,Public Administration and Safety,314021389,Murrumba Downs - Griffin,4,0,3,0,0,6
O,Public Administration and Safety,314021576,Dakabin,0,0,0,0,0,0
O,Public Administration and Safety,314021577,Kallangur,5,0,0,0,0,7
O,Public Administration and Safety,314021578,Mango Hill,3,0,0,0,0,3
O,Public Administration and Safety,314021579,North Lakes,3,3,0,0,0,6
O,Public Administration and Safety,314031391,Bray Park,0,0,0,0,0,0
O,Public Administration and Safety,314031392,Lawnton,0,0,0,0,0,0
O,Public Administration and Safety,314031393,Petrie,0,0,0,0,0,3
O,Public Administration and Safety,314031394,Strathpine - Brendale,0,3,0,0,0,4
O,Public Administration and Safety,315011395,Aurukun,0,0,0,0,0,0
O,Public Administration and Safety,315011396,Cape York,0,0,3,0,0,4
O,Public Administration and Safety,315011397,Croydon - Etheridge,0,0,0,0,0,0
O,Public Administration and Safety,315011398,Kowanyama - Pormpuraaw,0,0,0,0,0,0
O,Public Administration and Safety,315011399,Northern Peninsula,0,0,0,0,0,0
O,Public Administration and Safety,315011400,Tablelands,3,3,0,0,0,0
O,Public Administration and Safety,315011401,Torres,0,0,0,0,0,0
O,Public Administration and Safety,315011402,Torres Strait Islands,3,0,0,0,0,3
O,Public Administration and Safety,315011403,Weipa,0,0,0,0,0,0
O,Public Administration and Safety,315021404,Carpentaria,0,0,0,0,0,0
O,Public Administration and Safety,315021405,Mount Isa,4,0,3,3,0,10
O,Public Administration and Safety,315021406,Mount Isa Surrounds,0,0,0,0,0,0
O,Public Administration and Safety,315021407,Northern Highlands,0,0,0,0,0,0
O,Public Administration and Safety,315031408,Barcaldine - Blackall,3,0,0,0,0,3
O,Public Administration and Safety,315031409,Charleville,0,0,0,0,0,0
O,Public Administration and Safety,315031410,Far Central West,0,0,3,0,0,0
O,Public Administration and Safety,315031411,Far South West,0,0,0,0,0,0
O,Public Administration and Safety,315031412,Longreach,0,0,0,0,0,0
O,Public Administration and Safety,316011413,Buderim - North,0,3,0,0,0,4
O,Public Administration and Safety,316011414,Buderim - South,3,0,0,0,0,3
O,Public Administration and Safety,316011415,Mountain Creek,0,0,0,0,0,0
O,Public Administration and Safety,316011416,Sippy Downs,3,0,0,0,0,4
O,Public Administration and Safety,316021417,Aroona - Currimundi,0,3,0,0,0,0
O,Public Administration and Safety,316021418,Buddina - Minyama,0,0,0,0,0,0
O,Public Administration and Safety,316021419,Caloundra - Kings Beach,0,0,0,0,0,0
O,Public Administration and Safety,316021421,Golden Beach - Pelican Waters,4,0,0,0,0,4
O,Public Administration and Safety,316021422,Moffat Beach - Battery Hill,3,0,0,0,0,0
O,Public Administration and Safety,316021423,Parrearra - Warana,0,3,0,3,0,3
O,Public Administration and Safety,316021424,Wurtulla - Birtinya,0,0,0,0,0,0
O,Public Administration and Safety,316021580,Caloundra West - Baringa,0,0,0,0,0,0
O,Public Administration and Safety,316021581,Meridan Plains - Little Mountain (North),0,3,0,0,0,3
O,Public Administration and Safety,316031425,Coolum Beach,0,0,0,0,0,3
O,Public Administration and Safety,316031426,Marcoola - Mudjimba,3,0,0,0,0,3
O,Public Administration and Safety,316031427,Maroochydore - Kuluin,5,0,0,0,0,7
O,Public Administration and Safety,316031428,Mooloolaba - Alexandra Headland,0,0,0,0,0,3
O,Public Administration and Safety,316051434,Noosa Heads,3,3,0,0,0,5
O,Public Administration and Safety,316051435,Noosaville,0,3,3,0,0,4
O,Public Administration and Safety,316051437,Sunshine Beach,0,0,0,0,0,0
O,Public Administration and Safety,316051438,Tewantin,0,3,0,0,0,3
O,Public Administration and Safety,316051543,Peregian Beach - Marcus Beach,0,0,0,0,0,0
O,Public Administration and Safety,316051544,Peregian Springs,0,0,3,0,0,4
O,Public Administration and Safety,316061439,Beerwah,0,0,0,0,0,3
O,Public Administration and Safety,316061440,Caloundra Hinterland,0,0,0,0,0,3
O,Public Administration and Safety,316061441,Glass House Mountains,0,0,0,0,0,0
O,Public Administration and Safety,316061442,Landsborough,0,0,0,0,0,3
O,Public Administration and Safety,316061443,Maroochy Hinterland,0,0,0,0,0,3
O,Public Administration and Safety,316061444,Palmwoods,0,0,0,0,0,0
O,Public Administration and Safety,316071545,Bli Bli,4,0,0,0,0,4
O,Public Administration and Safety,316071546,Diddillibah - Rosemount,3,0,0,0,0,3
O,Public Administration and Safety,316071547,Eumundi - Yandina,3,0,3,0,0,4
O,Public Administration and Safety,316071548,Nambour,4,0,3,0,0,7
O,Public Administration and Safety,316081549,Noosa Hinterland,5,0,0,0,0,7
O,Public Administration and Safety,317011445,Cambooya - Wyreema,3,0,0,0,0,3
O,Public Administration and Safety,317011446,Darling Heights,3,0,0,0,0,0
O,Public Administration and Safety,317011447,Drayton - Harristown,3,0,0,3,0,3
O,Public Administration and Safety,317011448,Gatton,0,0,0,0,0,0
O,Public Administration and Safety,317011449,Gowrie (Qld),0,0,0,0,0,0
O,Public Administration and Safety,317011450,Highfields,3,0,0,0,0,3
O,Public Administration and Safety,317011451,Lockyer Valley - West,0,3,0,0,0,0
O,Public Administration and Safety,317011452,Middle Ridge,0,0,0,0,0,0
O,Public Administration and Safety,317011453,Newtown (Qld),0,0,0,0,0,0
O,Public Administration and Safety,317011454,North Toowoomba - Harlaxton,3,0,0,0,0,3
O,Public Administration and Safety,317011455,Rangeville,0,0,0,0,0,0
O,Public Administration and Safety,317011456,Toowoomba - Central,0,3,3,0,0,5
O,Public Administration and Safety,317011457,Toowoomba - East,0,0,0,0,0,0
O,Public Administration and Safety,317011458,Toowoomba - West,0,3,3,3,0,5
O,Public Administration and Safety,317011459,Wilsonton,0,0,0,3,0,4
O,Public Administration and Safety,318011460,Ayr,0,0,3,0,0,3
O,Public Administration and Safety,318011461,Burdekin,0,0,3,0,0,0
O,Public Administration and Safety,318011462,Charters Towers,0,0,0,0,0,0
O,Public Administration and Safety,318011463,Dalrymple,0,0,0,0,0,0
O,Public Administration and Safety,318011464,Ingham,3,0,0,0,0,0
O,Public Administration and Safety,318011465,Ingham Surrounds,0,0,0,0,0,0
O,Public Administration and Safety,318011466,Palm Island,0,0,0,0,0,0
O,Public Administration and Safety,318021467,Aitkenvale,0,0,0,3,0,3
O,Public Administration and Safety,318021468,Annandale (Qld),0,0,0,0,0,0
O,Public Administration and Safety,318021469,Belgian Gardens - Pallarenda,0,0,0,0,0,0
O,Public Administration and Safety,318021470,Bohle Plains,0,0,0,0,3,0
O,Public Administration and Safety,318021471,Condon - Rasmussen,0,0,0,0,0,0
O,Public Administration and Safety,318021472,Cranbrook,0,0,0,0,0,0
